ProductKey,Product Code,Product Name,Product Description,ProductSubcategoryKey,Manufacturer,Brand,Class,Style,Color,Size,Weight,Weight Unit Measure,Stock Type Code,Stock Type,Unit Cost,Unit Price,Available Date,Status
1017,0401074,A. Datum Ultra Compact Digital Camera M190 Green,"10.2 In x 3 in x 15.3 in, 2.2 lbs",23,A. Datum Corporation,A. Datum,Economy,Product0401074,Green,3.5 x 0.9 x 2.2,6,ounces,1,High,$75.88,$165.00,2006/12/31,On
1020,0401077,A. Datum Super-zoom Digital Camera X300 Green,"Digital camera, Product type digital camera - compact, Dimensions 3.7 in x 1.1 in x 2.4 in",23,A. Datum Corporation,A. Datum,Deluxe,Product0401077,Green,3.8 x 0.9 x 2.4,5.25,ounces,1,High,$96.08,$290.00,2007/02/28,On
1021,0401078,A. Datum Consumer Digital Camera E100 Green,"Digital camera, product type digital camera - compact",23,A. Datum Corporation,A. Datum,Deluxe,Product0401078,Green,3.5 x 0.9 x 2.4,5.5,ounces,1,High,$143.26,$281.00,2006/07/13,On
1028,0401085,A. Datum Compact Digital Camera M200 Azure,"Digital camera, 3.7 in x 0.9 in x 2",23,A. Datum Corporation,A. Datum,Economy,Product0401085,Azure,3.9 x 1 x 2.4,4.1,ounces,1,High,$59.32,$129.00,2006/07/03,On
1030,0401087,A. Datum Slim Digital Camera M180 Azure,"Digital camera ? compact, 3.7 in x 0.9 in x 2.3",23,A. Datum Corporation,A. Datum,Economy,Product0401087,Azure,4.1 x 2.4 x 1.1,6.1,ounces,1,High,$68.06,$148.00,2005/04/16,On
1031,0401088,A. Datum Ultra Compact Digital Camera M190 Azure,"10.2 In x 3 in x 15.3 in, 2.2 lbs",23,A. Datum Corporation,A. Datum,Economy,Product0401088,Azure,3.75 x 1 x 2.5,4.9,ounces,1,High,$75.88,$165.00,2008/02/05,On
1034,0401091,A. Datum Super-zoom Digital Camera X300 Azure,"Digital camera, Product type digital camera - compact, Dimensions 3.7 in x 1.1 in x 2.4 in",23,A. Datum Corporation,A. Datum,Deluxe,Product0401091,Azure,3.7 x 1 x 2.4,5.3,ounces,1,High,$96.08,$290.00,2006/05/16,On
1035,0401092,A. Datum Consumer Digital Camera E100 Azure,"Digital camera, product type digital camera - compact",23,A. Datum Corporation,A. Datum,Deluxe,Product0401092,Azure,3.9 x 0.95 x 2.5,5.6,ounces,1,High,$143.26,$281.00,2006/11/02,On
948,0401005,A. Datum All in One Digital Camera M200 Black,"Digital camera, Product Type Digital camera - compact, Dimensions. 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401005,Black,4.2 x 2.3 x 1.2,5,ounces,1,High,$86.45,$188.00,2004/04/16,On
949,0401006,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Black,"Digital camera, product type digital camera - compact, dimensions 3.5 in x 1 in x 2.3 in",23,A. Datum Corporation,A. Datum,Regular,Product0401006,Black,3.4 x 0.9 x 2.2,4.5,ounces,1,High,$88.79,$268.00,2006/03/02,On
952,0401009,A. Datum Consumer Digital Camera M300 Black,"Product type digital camera - compact, dimensions 3.8 in x 1 in x 2.1 in, weight 5.3 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401009,Black,3.6 x 1x 2.2,5,ounces,1,High,$84.84,$184.50,2005/06/16,On
953,0401010,A. Datum Advanced Digital Camera M300 Black,"Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401010,Black,3.5 x 0.9 x 2.4,5.05,ounces,1,High,$86.68,$188.50,2006/09/03,On
954,0401011,A. Datum Bridge Digital Camera M300 Black,"Digital camera, product Type digital camera - compact, dimensions 4.3 in x 1.1 in x 2.4 in, weight 8.1 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401011,Black,3.8 x 0.9 x 2.4,4.6,ounces,1,High,$85.95,$186.90,2007/02/28,On
955,0401012,A. Datum SLR-like Digital Camera M400 Black,"Digital camera, product type digital camera - compact, dimensions 4.7 in x 3.5 in x 3 in, weight 13 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401012,Black,3.5 x 0.9 x 2.4,4.9,ounces,1,High,$90.55,$196.90,2006/07/13,On
956,0401013,A. Datum Point Shoot Digital Camera M500 Black,"gital camera, digital camera - compact, 3.7 in x 0.9 in x 2 in, weight 4.4 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401013,Black,3.8 x 0.9 x 2.4,5,ounces,1,High,$91.05,$198.00,2004/09/16,On
957,0401014,A. Datum Full Frame Digital Camera X300 Black,"Digital camera, digital camera - compact, 3.9 in x 0.8 in x 2.3 in, weight 4.8 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401014,Black,3.7 x 1 x 2.4,5.3,ounces,1,High,$76.53,$231.00,2006/08/02,On
959,0401016,A. Datum Rangefinder Digital Camera X200 Grey,"Digital camera - compact, 3.7 in x 0.9 in x 2 in, 4.4 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401016,Grey,3.7 x 1 x 2.6,5.2,ounces,1,High,$66.26,$200.00,2007/11/15,On
962,0401019,A. Datum All in One Digital Camera M200 Grey,"Digital camera, product type digital camera - compact, dimensions, 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401019,Grey,3.9 x 1 x 2.4,5,ounces,1,High,$86.45,$188.00,2006/07/03,On
963,0401020,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Grey,"Digital camera, product type digital camera - compact, dimensions 3.5 in x 1 in x 2.3 in",23,A. Datum Corporation,A. Datum,Regular,Product0401020,Grey,3.9 x 1 x 2.5,5,ounces,1,High,$88.79,$268.00,2008/09/30,On
966,0401023,A. Datum Consumer Digital Camera M300 Grey,"Product type digital camera - compact, dimensions 3.8 in x 1 in x 2.1 in, weight 5.3 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401023,Grey,3.9 x 2.3 x 1.1,5.6,ounces,1,High,$84.84,$184.50,2009/01/03,On
967,0401024,A. Datum Advanced Digital Camera M300 Grey,"Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in . Weight 5.3 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401024,Grey,3.8 x 2.3 x 1.1,5.3,ounces,1,High,$86.68,$188.50,2005/07/30,On
968,0401025,A. Datum Bridge Digital Camera M300 Grey,"Digital camera, product Type digital camera - compact, dimensions 4.3 in x 1.1 in x 2.4 in, weight 8.1 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401025,Grey,4 x 2.4 x 1.1,5.5,ounces,1,High,$85.95,$186.90,2006/05/16,On
969,0401026,A. Datum SLR-like Digital Camera M400 Grey,"Digital camera, product type digital camera - compact, dimensions 4.7 in x 3.5 in x 3 in, weight 13 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401026,Grey,4.1 x 2.4 x 1.1,4.9,ounces,1,High,$90.55,$196.90,2008/11/02,On
970,0401027,A. Datum Point n' Shoot Digital Camera M500 Grey,"gital camera, digital camera - compact, 3.7 in x 0.9 in x 2 in, weight 4.4 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401027,Grey,3.75 x 1 x 2.5,4.8,ounces,1,High,$91.05,$198.00,2005/05/05,On
971,0401028,A. Datum Full Frame Digital Camera X300 Grey,"Digital camera, digital camera - compact, 3.9 in x 0.8 in x 2.3 in, weight 4.8 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401028,Grey,3.6 x 1 x 2.6,4.5,ounces,1,High,$76.53,$231.00,2007/03/31,On
973,0401030,A. Datum Rangefinder Digital Camera X200 Pink,"Digital camera - compact .3.7 in x 0.9 in x 2 in, 4.4 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401030,Pink,3.7 x 1 x 2.4,5.6,ounces,1,High,$66.26,$200.00,2006/09/19,On
976,0401033,A. Datum All in One Digital Camera M200 Pink,"Digital camera, product type digital camera - compact, dimensions, 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401033,Pink,4.8  x 7.8  x 1.7,3.9,ounces,1,High,$86.45,$188.00,2006/11/18,On
977,0401034,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Pink,"Digital camera, product type digital camera - compact, dimensions 3.5 in x 1 in x 2.3 in",23,A. Datum Corporation,A. Datum,Regular,Product0401034,Pink,3.8 x 2.3 x 1.1,4.85,ounces,1,High,$88.79,$268.00,2005/04/16,On
980,0401037,A. Datum Consumer Digital Camera M300 Pink,"Product type digital camera - compact, dimensions 3.8 in x 1 in x 2.1 in, weight 5.3 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401037,Pink,3.4 x 1.1 x 2.2,4.95,ounces,1,High,$84.84,$184.50,2006/07/13,On
981,0401038,A. Datum Advanced Digital Camera M300 Pink,"Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401038,Pink,3.5 x 0.9 x 2.2,4.3,ounces,1,High,$86.68,$188.50,2004/04/16,On
982,0401039,A. Datum Bridge Digital Camera M300 Pink,"Digital camera, product Type digital camera - compact, dimensions 4.3 in x 1.1 in x 2.4 in, weight 8.1 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401039,Pink,3.6 x 1x 2.2,4.4,ounces,1,High,$85.95,$186.90,2006/03/02,On
983,0401040,A. Datum SLR-like Digital Camera M400 Pink,"Digital camera, product type digital camera - compact, dimensions 4.7 in x 3.5 in x 3 in, weight 13 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401040,Pink,3.5 x 0.9 x 2.4,4.6,ounces,1,High,$90.55,$196.90,2007/11/13,On
984,0401041,A. Datum Point Shoot Digital Camera M500 Pink,"gital camera, digital camera - compact, 3.7 in x 0.9 in x 2 in, weight 4.4 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401041,Pink,3.8 x 0.9 x 2.4,4.65,ounces,1,High,$91.05,$198.00,2006/12/31,On
985,0401042,A. Datum Full Frame Digital Camera X300 Pink,"Digital camera, digital camera - compact, 3.9 in x 0.8 in x 2.3 in, weight 4.8 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401042,Pink,3.5 x 0.9 x 2.4,4.8,ounces,1,High,$76.53,$231.00,2005/06/16,On
987,0401044,A. Datum Rangefinder Digital Camera X200 Silver,"Digital camera ? compact, 3.7 in x 0.9 in x 2 in, 4.4 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401044,Silver,3.7 x 1 x 2.4,4.75,ounces,1,High,$66.26,$200.00,2007/02/28,On
990,0401047,A. Datum All in One Digital Camera M200 Silver,"Digital camera, product type digital camera - compact, dimensions, 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401047,Silver,3.9 x 1 x 2.4,5.1,ounces,1,High,$86.45,$188.00,2006/08/02,On
991,0401048,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Silver,"Digital camera, product type digital camera - compact, dimensions 3.5 in x 1 in x 2.3 in",23,A. Datum Corporation,A. Datum,Regular,Product0401048,Silver,3.7 x 1.1 x 2.4,4.9,ounces,1,High,$88.79,$268.00,2005/11/13,On
994,0401051,A. Datum Consumer Digital Camera M300 Silver,"Product type digital camera - compact, dimensions 3.8 in x 1 in x 2.1 in, weight 5.3 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401051,Silver,4.1 x 2.4 x 1.1,5.65,ounces,1,High,$84.84,$184.50,2009/04/11,On
995,0401052,A. Datum Advanced Digital Camera M300 Silver,"Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401052,Silver,3.75 x 1 x 2.5,5.1,ounces,1,High,$86.68,$188.50,2006/07/03,On
996,0401053,A. Datum Bridge Digital Camera M300 Silver,"Digital camera, product Type digital camera - compact, dimensions 4.3 in x 1.1 in x 2.4 in, weight 8.1 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401053,Silver,3.6 x 1 x 2.6,5.3,ounces,1,High,$85.95,$186.90,2008/09/30,On
997,0401054,A. Datum SLR-like Digital Camera M400 Silver,"Digital camera, product type digital camera - compact, dimensions 4.7 in x 3.5 in x 3 in, weight 13 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401054,Silver,3.9 x 1.1 x 2.4,5.4,ounces,1,High,$90.55,$196.90,2005/04/16,On
998,0401055,A. Datum Point Shoot Digital Camera M500 Silver,"gital camera, digital camera - compact, 3.7 in x 0.9 in x 2 in, weight 4.4 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401055,Silver,3.7 x 1 x 2.4,5.6,ounces,1,High,$91.05,$198.00,2008/02/05,On
999,0401056,A. Datum Full Frame Digital Camera X300 Silver,"Digital camera, digital camera - compact, 3.9 in x 0.8 in x 2.3 in, weight 4.8 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401056,Silver,3.9 x 0.95 x 2.5,5.9,ounces,1,High,$76.53,$231.00,2009/01/03,On
1001,0401058,A. Datum Rangefinder Digital Camera X200 Orange,"Digital camera ? compact, 3.7 in x 0.9 in x 2 in, 4.4 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401058,Orange,4.8  x 7.8  x 1.7,5.25,ounces,1,High,$66.26,$200.00,2006/05/16,On
1004,0401061,A. Datum All in One Digital Camera M200 Orange,"Digital camera, product type digital camera - compact, dimensions, 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401061,Orange,3.4 x 0.9 x 2.2,5.1,ounces,1,High,$86.45,$188.00,2007/03/31,On
1005,0401062,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Orange,"Digital camera, product type digital camera - compact, dimensions 3.5 in x 1 in x 2.3 in",23,A. Datum Corporation,A. Datum,Regular,Product0401062,Orange,3.4 x 1.1 x 2.2,4.6,ounces,1,High,$88.79,$268.00,2006/08/08,On
1008,0401065,A. Datum Consumer Digital Camera M300 Orange,"Product type digital camera - compact, dimensions 3.8 in x 1 in x 2.1 in, weight 5.3 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401065,Orange,3.75 x 1 x 2.5,4.95,ounces,1,High,$84.84,$184.50,2006/07/13,On
1009,0401066,A. Datum Advanced Digital Camera M300 Orange,"Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401066,Orange,3.6 x 1 x 2.6,6,ounces,1,High,$86.68,$188.50,2006/11/18,On
1010,0401067,A. Datum Bridge Digital Camera M300 Orange,"Digital camera, product Type digital camera - compact, dimensions 4.3 in x 1.1 in x 2.4 in, weight 8.1 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401067,Orange,3.9 x 1.1 x 2.4,5,ounces,1,High,$85.95,$186.90,2005/04/16,On
1011,0401068,A. Datum SLR-like Digital Camera M400 Orange,"Digital camera, product type digital camera - compact, dimensions 4.7 in x 3.5 in x 3 in, weight 13 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401068,Orange,3.7 x 1 x 2.4,6.1,ounces,1,High,$90.55,$196.90,2006/02/05,On
1012,0401069,A. Datum Point Shoot Digital Camera M500 Orange,"gital camera, digital camera - compact, 3.7 in x 0.9 in x 2 in, weight 4.4 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401069,Orange,3.9 x 0.95 x 2.5,4.9,ounces,1,High,$91.05,$198.00,2005/01/03,On
1013,0401070,A. Datum Full Frame Digital Camera X300 Orange,"Digital camera, digital camera - compact, 3.9 in x 0.8 in x 2.3 in, weight 4.8 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401070,Orange,3.9 x 1.1 x 2.4,4.9,ounces,1,High,$76.53,$231.00,2006/07/13,On
1015,0401072,A. Datum Rangefinder Digital Camera X200 Green,"Digital camera - compact, 3.7 in x 0.9 in x 2 in, 4.4 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401072,Green,3.8 x 2.3 x 1.1,5.3,ounces,1,High,$66.26,$200.00,2006/03/02,On
1018,0401075,A. Datum All in One Digital Camera M200 Green,"Digital camera, product type digital camera - compact, dimensions, 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401075,Green,3.6 x 1x 2.2,5.25,ounces,1,High,$86.45,$188.00,2005/06/16,On
1019,0401076,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Green,"Digital camera, product type digital camera - compact, dimensions 3.5 in x 1 in x 2.3 in",23,A. Datum Corporation,A. Datum,Regular,Product0401076,Green,3.5 x 0.9 x 2.4,5.65,ounces,1,High,$88.79,$268.00,2006/09/03,On
1022,0401079,A. Datum Consumer Digital Camera M300 Green,"Product type digital camera - compact, dimensions 3.8 in x 1 in x 2.1 in, weight 5.3 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401079,Green,3.8 x 0.9 x 2.4,5.25,ounces,1,High,$84.84,$184.50,2004/09/16,On
1023,0401080,A. Datum Advanced Digital Camera M300 Green,"Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401080,Green,3.7 x 1 x 2.4,5.65,ounces,1,High,$86.68,$188.50,2006/08/02,On
1024,0401081,A. Datum Bridge Digital Camera M300 Green,"Digital camera, product Type digital camera - compact, dimensions 4.3 in x 1.1 in x 2.4 in, weight 8.1 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401081,Green,3.7 x 1 x 2.5,5.6,ounces,1,High,$85.95,$186.90,2005/11/13,On
1025,0401082,A. Datum SLR-like Digital Camera M400 Green,"Digital camera, product type digital camera - compact, dimensions 4.7 in x 3.5 in x 3 in, weight 13 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401082,Green,3.7 x 1 x 2.6,5.5,ounces,1,High,$90.55,$196.90,2007/11/15,On
1026,0401083,A. Datum Point Shoot Digital Camera M500 Green,"gital camera, digital camera - compact, 3.7 in x 0.9 in x 2 in, weight 4.4 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401083,Green,3.9 x 1 x 2.4,5.9,ounces,1,High,$91.05,$198.00,2005/06/16,On
1027,0401084,A. Datum Full Frame Digital Camera X300 Green,"Digital camera, digital camera - compact, 3.9 in x 0.8 in x 2.3 in, weight 4.8 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401084,Green,3.7 x 1.1 x 2.4,6,ounces,1,High,$76.53,$231.00,2009/04/11,On
1029,0401086,A. Datum Rangefinder Digital Camera X200 Azure,"Digital camera ? compact, 3.7 in x 0.9 in x 2 in, 4.4 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401086,Azure,3.9 x 1 x 2.5,22,ounces,1,High,$66.26,$200.00,2008/09/30,On
1032,0401089,A. Datum All in One Digital Camera M200 Azure,"Digital camera, product type digital camera - compact, dimensions, 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401089,Azure,3.6 x 1 x 2.6,4.9,ounces,1,High,$86.45,$188.00,2009/01/03,On
1033,0401090,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure,"Digital camera, product type digital camera - compact, dimensions 3.5 in x 1 in x 2.3 in",23,A. Datum Corporation,A. Datum,Regular,Product0401090,Azure,3.9 x 1.1 x 2.4,5.2,ounces,1,High,$88.79,$268.00,2005/07/30,On
1036,0401093,A. Datum Consumer Digital Camera M300 Azure,"Product type digital camera - compact, dimensions 3.8 in x 1 in x 2.1 in, weight 5.3 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401093,Azure,3.9 x 1.1 x 2.4,6,ounces,1,High,$84.84,$184.50,2005/05/05,On
1037,0401094,A. Datum Advanced Digital Camera M300 Azure,"Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401094,Azure,4.8  x 7.8  x 1.7,5.25,ounces,1,High,$86.68,$188.50,2007/03/31,On
1038,0401095,A. Datum Bridge Digital Camera M300 Azure,"Digital camera, product Type digital camera - compact, dimensions 4.3 in x 1.1 in x 2.4 in, weight 8.1 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401095,Azure,3.8 x 2.3 x 1.1,5.65,ounces,1,High,$85.95,$186.90,2006/08/08,On
1039,0401096,A. Datum SLR-like Digital Camera M400 Azure,"Digital camera, product type digital camera - compact, dimensions 4.7 in x 3.5 in x 3 in, weight 13 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401096,Azure,3.9 x 0.95 x 2.5,5.25,ounces,1,High,$90.55,$196.90,2006/09/19,On
1040,0401097,A. Datum Point n' Shoot Digital Camera M500 Azure,"gital camera, digital camera - compact, 3.7 in x 0.9 in x 2 in, weight 4.4 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401097,Azure,3.9 x 1.1 x 2.4,5.5,ounces,1,High,$91.05,$198.00,2006/02/28,On
1041,0401098,A. Datum Full Frame Digital Camera X300 Azure,"Digital camera, digital camera - compact, 3.9 in x 0.8 in x 2.3 in, weight 4.8 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401098,Azure,4.8  x 7.8  x 1.7,5.25,ounces,1,High,$76.53,$231.00,2006/07/13,On
1042,0401099,A. Datum Point Shoot Digital Camera M500 Silver Grey,"Digital camera ? compact, 3.8 in x 1 in x 2.2 in, 4.9 oz",23,A. Datum Corporation,A. Datum,Regular,Product0401099,Silver Grey,3.8 x 2.3 x 1.1,6.1,ounces,1,High,$91.05,$198.00,2006/11/18,On
1043,0401100,A. Datum Full Frame Digital Camera X300 Silver Grey,"Optical zoom 2.7in LCD digital camera, 100kgf",23,A. Datum Corporation,A. Datum,Regular,Product0401100,Silver Grey,4.2 x 2.3 x 1.2,4.9,ounces,1,High,$76.53,$231.00,2005/04/16,On
1470,0504001,The Phone Company Smart phones without camera E100 Black,"Smart phones without camera, high-resolution monochrome display",32,The Phone Company,The Phone Company,Economy,Product0504001,Black,4.8 x 3.1 x 0.6,5.3,ounces,1,High,$65.77,$129.00,2006/10/18,On
1471,0504002,The Phone Company Microsoft Windows Mobile M200 Black,"Microsoft windows mobile, high-resolution monochrome display",32,The Phone Company,The Phone Company,Regular,Product0504002,Black,0.6 x 2.8 x 4.6,5.6,ounces,1,High,$105.31,$229.00,2009/02/14,On
1472,0504003,The Phone Company Smart phones 4 GB of Memory M300 Black,"Smart phones 4 GB of memory, memory stick media expansion slot",32,The Phone Company,The Phone Company,Regular,Product0504003,Black,4.5 x 2.6 x 0.6,4,ounces,1,High,$109.91,$239.00,2008/12/01,On
1473,0504004,The Phone Company Smart phones 8 GB of Memory M400 Black,"Smart phones 8 GB of memory, memory stick media expansion slot",32,The Phone Company,The Phone Company,Regular,Product0504004,Black,8.8 x 6.2 x 2.8,6.9,ounces,1,High,$123.70,$269.00,2007/07/07,On
1474,0504005,The Phone Company Smart phones 160x160 M26 Black,"Smart phones 160x160, AC adapter, stylus, protective cover, installation CD-ROM, application manual",32,The Phone Company,The Phone Company,Regular,Product0504005,Black,4.5 x 3.1 x 0.6,4.6,ounces,1,High,$95.65,$208.00,2005/02/24,On
1475,0504006,The Phone Company Smart phones 6-LINE SCREEN M21 Black,"Create and edit word, excel and PowerPoint-compatible files on the run, listen to MP3s",32,The Phone Company,The Phone Company,Regular,Product0504006,Black,8.8 x 3.8 x 3.8,11.2,ounces,1,High,$105.77,$230.00,2006/05/19,On
1476,0504007,The Phone Company Smart phones -320 x 320 M86 Black,"Handheld device, special laptop software, including Documents to go",32,The Phone Company,The Phone Company,Regular,Product0504007,Black,6 x 3 x 8,4.8,ounces,1,High,$132.44,$288.00,2009/05/05,On
1477,0504008,The Phone Company Smart phones Unlocked M300 Black,"Watch video clips and view photos wherever you go , create and edit word, excel and PowerPoint-compatible files on the run, listen to MP3s",32,The Phone Company,The Phone Company,Regular,Product0504008,Black,10 x 7.2 x 1.7,12,ounces,1,High,$122.78,$267.00,2007/03/31,On
1478,0504009,The Phone Company Smart phones Expert M400 Black,"Create and edit word, excel and PowerPoint-compatible files on the run, listen to MP3s",32,The Phone Company,The Phone Company,Regular,Product0504009,Black,8 x 6 x 1,4.8,ounces,1,High,$137.96,$300.00,2006/08/08,On
1480,0504011,The Phone Company Smart phones without camera E100 Grey,"Smart phones without camera, high-resolution monochrome display",32,The Phone Company,The Phone Company,Economy,Product0504011,Grey,8.8 x 7 x 3.2,8,ounces,1,High,$65.77,$129.00,2006/11/18,On
1486,0504017,The Phone Company Smart phones 320 x 320 M86 Grey,"Handheld device, special laptop software, including Documents to go",32,The Phone Company,The Phone Company,Regular,Product0504017,Grey,4.3 x 2.4 x 0.5,3.9,ounces,1,High,$132.44,$288.00,2009/05/05,On
1487,0504018,The Phone Company Smart phones Unlocked M300 Grey,"Watch video clips and view photos wherever you go, create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s",32,The Phone Company,The Phone Company,Regular,Product0504018,Grey,4 x 2 x 0.7,6,ounces,1,High,$122.78,$267.00,2007/03/31,On
1488,0504019,The Phone Company Smart phones Expert M400 Grey,"Create and edit word, excel and PowerPoint-compatible files on the run, listen to MP3s",32,The Phone Company,The Phone Company,Regular,Product0504019,Grey,4.3 x 2.2 x 0.5,4.7,ounces,1,High,$137.96,$300.00,2006/08/08,On
1489,0504020,The Phone Company Smart phones Unlocked International M800 Grey,"Create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s, watch video clips and view photos wherever you go",32,The Phone Company,The Phone Company,Deluxe,Product0504020,Grey,4.3 x 2.4 x 0.5,4.7,ounces,1,High,$142.56,$310.00,2006/09/19,On
1490,0504021,The Phone Company Smart phones without camera E100 White,"Smart phones without camera, high-resolution monochrome display",32,The Phone Company,The Phone Company,Economy,Product0504021,White,4.5 x 2.6 x 0.6,4.8,ounces,1,High,$65.77,$129.00,2006/11/18,On
1491,0504022,The Phone Company Microsoft Windows Mobile M200 White,"Microsoft windows mobile, high-resolution monochrome display",32,The Phone Company,The Phone Company,Regular,Product0504022,White,4.5 x 2.3 x 0.6,3.1,ounces,1,High,$105.31,$229.00,2009/02/14,On
1492,0504023,The Phone Company Smart phones 4 GB of Memory M300 White,"Smart phones 4 GB of memory, memory stick media expansion slot",32,The Phone Company,The Phone Company,Regular,Product0504023,White,4.1 x 2.2 x 0.5,3.7,ounces,1,High,$109.91,$239.00,2008/12/01,On
1493,0504024,The Phone Company Smart phones 8 GB of Memory M400 White,"Smart phones 8 GB of memory, memory stick media expansion slot",32,The Phone Company,The Phone Company,Regular,Product0504024,White,4.4 x 2.4 x 0.6,5.3,ounces,1,High,$123.70,$269.00,2007/07/07,On
1494,0504025,The Phone Company Smart phones 160x160 M26 White,"Smart phones 160x160, AC adapter, stylus, protective cover, installation CD-ROM, application manual",32,The Phone Company,The Phone Company,Regular,Product0504025,White,3.8 x 2 x 0.8,4.3,ounces,1,High,$95.65,$208.00,2005/02/24,On
1495,0504026,The Phone Company Smart phones 6-LINE SCREEN M21 White,"Create and edit word, excel and PowerPoint-compatible files on the run, listen to MP3s",32,The Phone Company,The Phone Company,Regular,Product0504026,White,2.1 x 4.2 x 0.6,4.3,ounces,1,High,$105.77,$230.00,2006/05/19,On
1496,0504027,The Phone Company Smart phones 320 x 320 M86 White,"Handheld device, special laptop software, including Documents to go",32,The Phone Company,The Phone Company,Regular,Product0504027,White,4.2 x 2.1 x 0.6,3.7,ounces,1,High,$132.44,$288.00,2009/05/05,On
